,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome_G
529,119,3706,0,27,1549,2211,17,30,0,0,0
530,26,4606,1,22,1818,2332,1,21,0,0,0
531,103,5204,4,16,968,1229,9,23,0,0,0
532,26,4903,0,34,8204,3118,11,21,0,0,0
533,62,5535,1,18,2348,1264,14,22,0,0,0
534,16,2409,2,25,269,1881,4,22,0,0,0
535,27,4598,2,5,823,312,8,2,0,0,0
536,77,2121,4,5,204,369,3,22,0,0,0
537,37,6365,0,19,66,1156,14,18,0,0,0
538,44,4507,2,15,2614,2593,11,27,0,0,0
539,38,3262,2,52,1007,5992,5,55,0,0,0
540,24,2319,2,17,1015,1729,1,15,0,0,0
541,58,2699,6,2,523,42,2,69,0,0,0
542,73,3369,1,4,29,606,2,18,0,0,0
543,24,4629,0,38,8139,3419,12,22,0,0,0
544,60,3264,0,25,22117,20685,1,26,1,1,0
545,47,2201,0,22,803,2265,9,42,0,0,0
546,50,5550,3,20,697,1078,9,3,0,0,0
547,32,5122,3,21,1874,3079,4,42,0,0,0
548,55,4063,0,56,3150,5047,6,41,0,0,0
549,60,3745,2,22,166,1771,5,17,0,0,0
550,49,2489,5,13,81,857,8,11,0,0,0
551,59,5892,2,20,5044,10707,10,74,0,0,0
552,32,4393,4,33,185,2638,11,39,0,0,0
553,113,5919,3,16,23827,4025,13,25,0,0,0
554,32,3680,1,18,698,1704,7,26,1,0,0
555,60,3323,2,7,14,827,4,27,0,0,0
556,59,2894,2,2,1943,239,13,34,0,0,0
557,55,2818,2,24,125,2751,6,35,0,0,0
558,24,5601,0,24,4857,3104,10,7,0,0,0
559,60,3805,1,51,326,5000,4,54,0,1,0
560,120,3521,2,5,428,108,6,19,0,0,0
561,51,4134,4,63,621,5703,12,32,0,0,0
562,60,3498,4,24,215,2502,8,39,0,0,0
563,33,2580,0,12,373,1835,2,38,0,0,0
564,45,2941,2,29,834,2050,3,21,0,0,0
565,59,5005,5,36,1678,1934,9,25,0,0,0
566,23,4876,4,39,385,2612,7,43,0,0,0
567,39,5260,0,12,1041,1095,9,26,0,0,0
568,24,3720,2,10,860,667,2,38,0,0,0
569,48,6105,0,11,1201,622,12,3,0,0,0
570,61,3400,5,11,66,758,5,8,0,0,0
571,50,4344,2,20,10640,5765,5,49,1,0,0
572,31,5281,4,13,1192,405,9,3,0,0,0
573,25,2773,3,19,1454,1286,6,10,0,0,0
574,50,4419,0,31,1494,4349,10,79,0,1,0
575,37,2904,4,5,68,109,9,16,0,0,0
576,55,5438,4,18,1033,2213,9,51,0,0,0
577,41,5632,3,26,881,3277,6,22,0,0,0
578,51,2905,4,26,1330,2301,4,26,0,0,0
579,56,5300,3,11,9585,2067,14,28,0,0,0
580,52,3215,1,1,8,166,7,51,1,0,0
581,45,3559,0,33,57,3413,8,40,0,0,0
582,54,2583,5,28,99,1320,3,10,0,0,0
583,55,5605,0,19,294,2048,10,25,0,0,0
584,60,4982,4,41,9339,5852,8,46,1,0,0
585,24,3754,2,10,877,661,2,34,0,0,0
586,42,2823,4,5,64,116,8,15,0,0,0
587,19,4094,4,84,1310,2946,5,26,0,0,0
588,33,4685,4,16,1280,2013,3,26,0,0,0
589,29,2447,5,1,1601,15,6,13,0,0,0
590,61,6182,0,11,1729,2505,11,69,0,0,0
591,28,5155,1,86,6122,19154,5,38,0,0,0
592,26,3126,0,29,6390,3312,8,3,0,0,0
593,60,2710,0,7,2349,941,8,0,0,0,0
594,60,2362,4,28,164,1385,5,10,0,0,0
595,55,5646,4,5,3081,582,9,20,0,0,0
596,51,4801,1,51,1167,6112,7,29,0,0,0
597,49,4263,0,24,821,3623,8,61,1,0,0
598,50,4180,2,63,2851,4620,8,44,0,0,0
599,54,3824,2,33,9985,5762,6,57,0,0,0
600,60,3363,4,9,42,803,5,17,0,0,0
601,40,3204,0,16,61,888,11,14,0,0,0
602,53,5559,2,14,687,2066,9,38,0,0,0
603,63,3142,1,49,286,5612,2,65,0,0,0
604,66,3026,2,27,871,1999,3,28,0,0,0
605,36,5019,0,12,225,1099,7,22,0,0,0
606,45,5134,3,20,1875,1829,16,21,0,0,0
607,79,2981,0,9,8177,7732,11,39,0,0,0
608,50,4946,1,23,2990,2043,12,22,0,0,0
609,54,5496,2,5,6195,1592,15,50,0,0,0
610,57,5270,3,28,111,3216,14,32,0,0,0
611,41,4206,0,26,73,2691,10,48,1,1,0
612,36,5993,2,65,1648,5808,7,91,0,0,0
613,45,3638,3,27,227,2428,17,37,0,0,0
614,106,4619,4,4,4186,297,8,23,0,0,0
615,12,4099,1,21,838,2267,14,24,0,0,0
616,59,3053,1,1,7,135,7,52,1,0,0
617,47,4383,1,32,2977,2824,7,29,0,0,0
618,40,5340,3,35,4188,5925,10,11,0,0,0
619,36,5601,4,27,1897,2828,14,27,0,0,0
620,32,5445,3,22,235,1885,13,23,0,1,0
621,24,5123,3,28,159,1868,15,21,0,0,0
622,73,4762,0,2,2407,2485,8,20,0,0,0
623,19,4744,5,14,7028,861,10,33,0,0,0
624,101,2462,5,15,1723,1245,9,10,0,0,0
625,48,6002,2,33,4189,10934,7,72,1,0,0
626,57,5938,1,40,1658,7118,7,80,0,0,0
627,60,3363,4,33,1799,2769,11,37,0,0,0
628,27,4934,0,32,8637,3122,13,25,0,0,0
629,27,6168,0,7,876,960,11,24,0,0,0
630,76,3475,3,24,2767,859,5,32,0,0,0
631,43,5681,0,0,119,61,4,7,0,0,0
632,57,3726,4,13,1935,971,9,44,0,0,0
633,47,2498,0,21,96,924,8,9,0,0,0
634,63,4636,3,23,1481,1415,7,34,0,0,0
635,19,3317,4,38,1838,3153,4,53,0,0,0
636,58,4877,1,13,216,1070,7,19,0,0,0
637,62,5616,4,23,1046,2156,9,46,1,0,0
638,36,4839,2,15,1828,2177,7,23,0,0,0
639,55,4492,4,31,680,5316,10,25,0,0,0
640,39,4070,6,3,12594,637,17,114,0,0,0
641,58,3835,0,33,920,3171,7,43,0,1,0
642,60,5455,0,17,2422,1246,13,19,0,0,0
643,56,3955,3,37,9475,6164,4,67,0,0,0
644,70,3850,1,53,7975,3576,21,67,0,0,0
645,59,4165,3,33,548,3099,11,48,0,0,0
646,60,4623,2,17,77,1008,1,6,0,0,0
647,56,4131,1,73,2838,4867,6,48,0,0,0
648,100,5953,0,6,1117,1046,10,6,0,0,0
649,46,4750,0,13,2918,2451,12,25,0,0,0
650,60,3862,4,19,63,1494,10,19,0,0,0
651,79,3267,0,6,8214,7590,14,41,0,0,0
652,50,5483,2,41,1779,2980,11,17,0,0,0
653,60,4500,5,3,11963,1040,14,29,0,0,0
654,60,2974,5,16,657,3245,11,32,0,1,0
655,56,3373,0,0,0,0,3,46,0,0,0
656,53,3858,5,5,12744,368,16,53,0,0,0
657,54,2950,3,35,125,2695,4,27,0,0,0
658,60,5154,5,18,1902,1452,15,30,0,0,0
659,40,3709,2,17,688,1573,8,18,0,0,0
660,54,4304,4,40,390,2587,6,28,0,0,0
661,50,2991,1,27,49,1926,12,10,0,0,0
662,54,3409,1,46,1217,3284,8,46,0,0,0
663,43,3435,5,2,2951,87,6,29,0,0,0
664,56,4518,1,37,1440,4466,7,65,0,0,0
665,112,4345,5,4,14864,119,6,30,0,0,0
666,32,4811,2,17,1162,2603,9,38,0,1,0
667,36,4248,2,48,2663,3317,7,28,0,0,0
668,36,3399,4,21,1816,3159,14,36,0,0,0
669,37,3892,0,11,5970,47450,4,209,0,0,0
670,42,6344,1,0,19,3,19,35,1,0,0
671,46,3331,1,39,1159,3470,9,53,0,0,0
672,48,4259,3,40,190,2550,7,28,0,0,0
673,56,5140,4,6,2258,450,14,69,0,0,0
674,60,4509,2,20,586,2229,3,26,0,0,0
675,60,4100,4,69,3700,4970,6,76,1,0,0
676,55,4304,4,41,379,2618,6,25,0,0,0
677,40,5557,3,20,1065,3393,7,34,0,0,0
678,63,4889,4,33,609,5327,10,28,0,0,0
679,60,4062,3,47,1656,8794,13,48,1,0,0
680,12,3919,3,20,648,2098,11,29,0,0,0
681,69,4128,3,8,3413,1652,9,72,0,0,0
682,96,3299,3,52,243,5612,2,71,0,0,0
683,53,4738,6,0,883,2,9,14,0,0,0
684,60,4163,2,36,453,4534,16,74,0,0,0
685,24,4544,4,8,665,385,15,6,0,0,0
686,48,5767,2,20,5128,10107,10,66,0,0,0
687,49,2489,0,21,95,914,8,9,0,0,0
688,30,3168,0,29,1041,3704,8,54,0,0,0
689,72,5140,6,4,1684,81,9,13,0,0,0
690,60,4475,2,56,938,5675,7,40,0,1,0
691,26,2407,2,22,290,1791,7,23,0,0,0
692,60,4944,1,16,249,4296,4,36,0,0,0
693,60,3858,3,17,77,1562,9,20,0,0,0
694,30,2105,2,33,466,1695,2,23,0,0,0
695,36,5806,4,60,427,3023,10,17,0,0,0
696,46,3575,1,23,239,2881,9,41,0,0,0
697,31,5167,1,21,1171,2507,9,41,0,1,0
698,48,4372,5,30,134,3405,5,40,1,0,0
699,37,4403,2,6,33,281,9,19,0,0,0
700,42,2403,5,14,46,817,6,11,0,0,0
701,57,3643,1,51,123,6251,4,55,0,0,0
702,37,4392,0,48,681,5329,10,33,0,1,0
703,60,4949,1,83,964,5649,4,30,0,0,0
704,43,3197,1,48,566,6282,11,44,0,1,0
705,45,3928,5,4,12722,536,17,92,0,0,0
706,39,2003,0,32,582,2358,5,18,0,0,0
707,41,3935,6,3,2426,85,8,31,0,0,0
708,23,2436,5,1,1656,28,6,10,0,0,0
709,60,5846,3,13,5140,2764,11,25,0,0,0
710,53,5002,2,40,4212,4707,16,48,0,0,0
711,64,3636,5,20,269,1879,9,2,0,0,0
712,60,3775,1,28,136,1617,6,19,0,0,0
713,23,3818,2,33,460,2406,6,41,0,0,0
714,60,3713,1,36,380,1462,2,11,0,0,0
715,35,5102,0,13,1147,2506,9,40,0,0,0
716,68,4696,0,14,9528,1686,13,15,0,0,0
717,51,4681,3,49,4239,4600,14,38,0,0,0
718,31,2871,3,19,52,2902,6,40,0,0,0
719,41,4334,1,51,736,5342,10,36,0,1,0
720,60,4484,5,3,11978,834,12,22,0,0,0
721,39,3745,3,10,740,710,2,27,0,0,0
722,36,3377,4,23,1810,3147,13,34,0,0,0
723,38,4706,5,10,12090,952,8,24,0,0,0
724,36,4183,2,37,2742,3184,6,35,0,0,0
725,50,3708,2,27,533,1506,5,14,0,0,0
726,54,3234,2,2,2638,261,6,21,0,0,0
727,36,4065,1,26,1000,3200,5,38,0,0,0
728,34,3533,4,26,1834,1946,10,15,0,0,0
729,79,3535,5,28,208,1873,8,11,0,0,0
730,39,5721,0,0,1,5,9,56,0,0,0
731,60,4764,1,23,195,1926,13,11,0,0,0
732,100,5248,2,13,27233,6047,11,60,0,0,0
733,23,3656,2,10,851,669,2,39,0,0,0
734,66,3208,2,33,1424,3769,6,45,0,0,0
735,33,3976,1,19,59,1288,11,12,0,0,0
736,24,5294,5,13,11653,1417,5,25,0,0,0
737,60,4053,2,50,473,4622,11,61,0,0,0
738,27,4668,5,24,1092,2074,5,14,0,0,0
739,37,2904,4,5,65,105,9,18,0,0,0
740,71,5253,1,43,3540,5486,9,124,1,0,0
741,31,5125,5,12,11727,1181,5,20,0,0,0
742,52,4249,0,18,3738,4897,9,35,0,0,0
743,13,4271,0,22,965,2327,15,20,0,0,0
744,56,3394,5,40,1792,2958,2,33,0,0,0
745,51,3030,0,25,95,827,11,10,0,0,0
746,47,4960,0,0,0,0,14,74,0,0,0
747,66,4347,1,34,9047,5728,9,78,1,0,0
748,37,2309,5,3,3862,60,11,15,0,0,0
749,60,4224,0,0,4,9,1,50,0,0,0
750,60,4698,1,18,95,1052,1,5,0,0,0
751,40,6375,0,0,0,0,14,29,0,0,0
752,55,4422,1,18,3780,4763,12,40,0,0,0
753,27,5036,3,29,1861,3103,2,43,0,0,0
754,46,3113,1,2,12,231,6,62,1,0,0
755,43,2809,3,45,503,2893,7,21,0,0,0
756,60,3818,0,2,286,336,8,23,0,0,0
757,71,5226,1,44,3543,5476,9,123,1,0,0
758,62,3651,1,23,69,3263,7,61,0,0,0
759,60,3497,3,36,1762,2823,9,35,0,0,0
760,60,4953,6,1,4945,52,11,40,0,0,0
761,47,2302,3,48,177,3485,2,37,0,0,0
762,58,3624,5,22,196,1878,9,2,0,0,0
763,43,4933,1,26,1421,4279,11,53,0,0,0
764,41,4662,6,3,1908,46,4,26,0,0,0
765,60,3891,2,70,503,4750,4,42,0,0,0
766,39,3253,1,8,883,852,7,14,0,0,0
767,102,2922,0,47,116,4085,9,16,0,0,0
768,58,2727,2,48,212,1734,0,18,0,0,0
769,73,2651,3,4,30,115,5,25,0,0,0
770,29,5777,0,65,3771,19990,6,96,0,0,0
771,16,2904,4,5,863,119,8,12,0,0,0
772,60,4408,5,15,34,874,3,9,0,0,0
773,46,2414,2,33,336,2632,4,29,0,0,0
774,60,4669,2,47,879,5748,5,31,0,0,0
775,60,3714,5,12,1954,838,7,37,1,0,0
776,60,3682,3,25,170,1754,8,9,0,0,0
777,36,2860,3,20,67,2869,6,39,0,0,0
778,60,3406,0,0,0,0,4,43,0,0,0
779,98,3700,0,52,184,3410,9,55,1,0,0
780,59,3400,6,25,283,2512,5,44,1,0,0
781,60,5473,0,14,2720,1337,9,32,0,1,0
782,39,4349,5,39,212,2586,8,25,0,0,0
783,29,4712,2,67,6316,22390,6,44,0,0,0
784,39,4756,5,18,1212,2018,3,19,0,0,0
785,35,3309,4,33,1800,2975,6,48,0,0,0
786,32,5111,5,11,11721,1334,7,26,0,0,0
787,48,3103,3,9,44,1184,12,44,0,0,0
788,42,4683,3,51,2577,4735,3,78,0,0,0
789,72,5206,6,12,2000,1301,9,25,0,0,0
790,88,5164,1,3,91,146,12,25,0,0,0
791,43,5022,2,40,1162,15895,9,88,0,0,0
792,66,3989,2,14,2003,1305,13,52,0,0,0
793,30,3374,4,26,1824,3162,11,41,0,0,0
794,34,4996,0,0,65,2,16,106,0,0,0
795,48,2312,3,48,190,3478,2,37,0,1,0
796,24,3116,0,24,110,932,17,0,0,0,0
797,32,3236,1,8,876,786,7,19,0,0,0
798,36,4108,5,30,8515,6883,14,36,0,0,0
799,24,4639,5,39,246,2685,11,43,0,0,0
800,42,2359,2,31,453,2631,4,36,0,0,0
801,57,5385,1,135,1037,5250,5,24,0,0,0
802,43,3132,1,22,199,1494,13,28,0,0,0
803,20,6223,3,2,881,59,17,12,0,0,0
804,39,5718,0,0,18,0,5,2,0,0,0
805,39,3040,1,68,1867,4762,13,38,1,0,0
806,35,6059,1,17,319,1167,10,63,0,0,0
807,72,5204,6,12,2000,1298,9,25,0,0,0
808,30,2950,3,12,617,1333,11,35,0,0,0
809,60,3920,5,5,13120,278,14,24,0,0,0
810,64,3198,0,8,813,1073,9,3,0,0,0
811,58,4990,4,29,84,1803,14,11,0,0,0
812,45,4827,4,70,2285,6274,12,77,1,0,0
813,64,5226,4,17,14,3319,13,35,0,0,0
814,60,5502,1,17,658,1013,9,4,0,0,0
815,36,2815,1,33,684,2149,10,31,0,0,0
816,34,2745,0,37,482,2253,18,46,0,1,0
817,96,3350,0,27,21187,22727,1,66,1,0,0
818,51,2307,1,28,523,2678,4,37,0,0,0
819,28,3725,2,10,825,665,2,38,0,0,0
820,20,6102,0,6,1021,970,12,15,0,0,0
821,78,3008,2,20,330,975,9,14,0,0,0
822,68,3332,4,2,383,9,5,14,0,0,0
823,41,5217,3,40,4350,5400,13,12,0,0,0
824,67,3122,0,13,532,1137,11,10,0,0,0
825,75,2703,1,27,412,1770,2,12,0,0,0
826,38,6178,3,31,1865,6520,8,107,0,0,0
827,67,5891,3,32,1251,2444,9,25,1,0,0
828,60,3841,3,23,85,1524,9,20,0,0,0
829,17,2685,5,4,762,68,1,16,0,0,0
830,24,4072,0,35,7532,3412,11,15,0,0,0
831,60,6070,4,18,868,708,10,13,0,0,0
832,15,2195,4,0,1356,0,4,16,0,0,0
833,113,5194,0,2,34,133,13,26,0,0,0
834,56,3737,1,18,2353,998,10,30,0,0,0
835,64,4888,0,0,0,0,9,27,0,0,0
836,44,3368,4,23,1790,2995,13,38,0,0,0
837,98,4862,4,3,4092,390,9,22,0,0,0
838,28,4878,0,49,5899,40411,10,14,0,1,0
839,69,3290,1,3,33,372,3,30,0,0,0
840,64,4879,0,33,3581,5369,8,93,0,0,0
841,45,5759,1,14,1073,2905,13,34,0,1,0
842,33,2510,1,15,345,1793,4,32,0,0,0
843,68,4567,6,1,4934,87,11,31,0,0,0
844,60,5209,4,3,13685,20,12,89,0,0,0
845,62,5042,2,29,9042,5870,12,82,1,0,0
846,47,4542,5,21,998,1988,6,13,0,0,0
847,66,5633,3,10,4499,1139,8,18,1,0,0
848,66,5350,3,40,519,5343,10,32,0,0,0
849,34,4728,3,96,5744,19476,7,38,0,0,0
850,60,5116,4,15,12,3261,10,41,0,0,0
851,57,5710,2,17,2350,1263,14,20,0,0,0
852,60,2441,4,38,898,3312,7,35,0,0,0
853,29,5153,0,14,1009,7242,7,97,0,0,0
854,60,5475,5,13,20002,3331,11,15,0,0,0
855,61,4834,1,15,8659,1629,9,8,0,0,0
856,59,2522,2,16,1619,1736,1,9,0,0,0
857,43,4229,0,18,487,2360,8,23,0,0,0
858,68,3985,1,36,9049,5654,7,77,1,0,0
859,49,6463,0,7,1622,2419,12,85,0,0,0
860,29,4303,4,13,1236,1869,7,38,0,0,0
861,60,5512,0,1,41,18,17,19,0,0,0
862,52,6140,1,1,145,138,15,48,0,0,0
863,57,2735,2,47,211,1739,0,18,0,0,0
864,45,5511,0,0,7,0,6,11,0,0,0
865,56,4305,4,42,373,2637,5,23,0,0,0
866,54,4458,3,30,14199,8944,6,48,1,0,0
867,99,2760,1,4,14,193,7,16,0,0,0
868,60,3406,0,0,0,0,4,42,0,0,0
869,28,2548,3,17,203,2407,7,32,0,0,0
870,32,5032,5,41,14479,11046,13,83,0,0,0
871,45,2442,3,30,307,2576,4,30,0,0,0
872,69,3425,0,1,79,20,8,25,0,0,0
873,60,5650,2,17,2042,2629,8,38,0,0,0
874,29,2705,2,21,1736,1091,16,10,0,0,0
875,60,5805,0,0,0,0,11,36,0,0,0
876,71,3502,2,36,385,1930,2,39,1,0,0
877,51,5210,5,5,2994,678,11,31,0,0,0
878,60,3142,5,29,1860,2706,13,40,0,0,0
879,60,5195,5,7,3116,843,9,10,0,0,0
880,24,5353,3,18,1084,1183,10,21,0,0,0
881,86,3213,2,42,89,2797,10,14,0,0,0
882,60,5801,4,13,5842,2539,7,34,0,0,0
883,24,3870,2,8,936,640,2,23,0,0,0
884,18,4918,6,4,1577,85,3,27,0,0,0
885,39,5442,4,19,1394,3550,10,62,0,0,0
886,71,3164,1,19,367,1087,10,12,0,0,0
887,55,3158,0,10,1165,1336,9,48,0,0,0
888,55,4144,1,49,8085,3528,18,54,0,0,0
889,77,4556,2,22,233,1154,9,1,0,0,0
890,106,3368,0,38,81,2906,16,13,0,0,0
891,68,5192,4,22,44,3237,10,39,0,0,0
892,60,3134,0,17,54,810,6,21,1,0,0
893,52,5795,1,36,1540,7141,7,83,0,0,0
894,47,2801,4,2,1165,97,7,27,0,0,0
895,55,5171,5,5,3679,500,5,25,0,0,0
896,73,4409,5,5,4697,266,7,21,0,0,0
897,49,4114,0,17,3706,5002,7,30,0,0,0
898,103,5728,3,55,379,3042,7,27,0,0,0
899,30,5406,0,29,4743,3498,12,11,0,0,0
900,26,3532,4,22,1859,1867,10,16,0,0,0
901,58,4982,5,34,1653,1876,9,28,0,0,0
902,60,2804,3,33,112,2990,6,35,0,0,0
903,59,2303,2,38,207,2783,11,26,0,0,0
904,45,2316,0,25,744,2258,12,44,0,1,0
905,117,3367,0,11,5333,4919,5,40,1,0,0
906,60,5532,0,5,1901,2926,10,29,0,0,0
907,41,2404,5,13,44,817,6,11,0,0,0
908,48,4370,5,29,150,3419,6,37,0,0,0
909,65,4578,1,10,254,693,10,11,1,0,0
910,37,6215,0,9,361,605,9,18,0,1,0
911,32,4500,5,10,568,450,16,13,0,0,0
912,42,4811,2,18,644,4292,7,19,0,0,0
913,68,1961,1,37,336,2554,2,31,0,0,0
914,27,3629,3,44,217,2856,8,38,0,0,0
915,68,2578,2,15,1881,1839,5,12,0,0,0
916,23,5308,6,12,1268,296,10,0,0,0,0
917,23,2404,3,18,146,1876,5,16,0,0,0
918,87,5747,2,10,5444,1641,10,36,0,0,0
919,42,5704,0,1,40,18,15,26,0,0,0
920,24,6081,5,20,51,2355,6,49,0,1,0
921,104,5100,5,13,10377,1334,11,33,0,0,0
922,59,3392,0,0,0,12,4,46,0,0,0
923,101,3645,0,30,1614,2396,15,31,0,0,0
924,63,3563,1,39,112,2161,13,43,1,0,0
925,48,3455,3,28,1788,2982,12,36,0,0,0
926,38,4187,2,17,581,1112,4,18,0,0,0
927,43,4704,0,28,3220,2467,13,21,0,0,0
928,51,5676,1,12,499,938,12,10,0,0,0
929,40,5877,3,22,127,2242,8,39,0,0,0
930,43,4217,0,40,502,5274,9,45,0,1,0
931,36,4323,3,35,2918,3989,12,34,0,0,0
932,25,3149,0,37,1153,3877,7,57,0,0,0
933,47,5205,4,10,129,320,10,22,0,0,0
934,46,2161,0,24,759,2283,8,37,0,0,0
935,55,2808,2,32,140,1806,6,12,0,0,0
936,24,3804,2,16,698,1834,10,24,0,0,0
937,47,2407,6,3,259,54,4,32,1,0,0
938,93,3675,0,23,1686,2061,16,27,0,0,0
939,67,3938,4,8,441,307,3,21,0,0,0
940,60,5630,5,9,19992,2487,11,10,1,0,0
941,51,2535,1,24,85,1054,7,9,0,0,0
942,26,2979,6,2,930,73,3,23,0,0,0
943,57,5008,4,12,1739,1233,7,21,0,0,0
944,44,4605,6,7,1759,118,4,33,0,0,0
945,60,4861,5,6,16647,1345,10,27,0,0,0
946,43,5065,1,19,3540,2608,15,21,0,0,0
947,40,2477,1,19,77,901,7,9,0,0,0
948,59,3235,5,3,604,43,5,10,0,0,0
949,103,4682,0,0,0,9,7,73,0,0,0
950,58,2687,3,47,219,1717,0,18,0,0,0
951,60,2820,0,28,3477,3231,8,41,0,0,0
952,42,4379,3,7,29,246,10,20,0,0,0
953,87,3361,4,51,437,6093,8,57,0,0,0
954,71,5282,1,43,3502,5544,10,124,1,0,0
955,90,3221,4,8,905,775,14,13,0,0,0
956,48,3522,3,57,674,6414,15,35,0,0,0
957,42,4111,5,34,8604,6822,11,47,0,0,0
958,38,6218,0,9,372,608,9,19,0,1,0
959,60,3173,1,15,43,816,6,23,1,0,0
960,36,3199,5,34,317,2429,13,25,0,0,0
961,78,4739,0,8,393,505,8,16,0,0,0
962,52,5409,0,0,0,0,9,10,0,0,0
963,60,3879,1,21,583,4272,16,50,0,0,0
964,38,6751,0,7,1412,2267,12,94,0,0,0
965,44,5658,2,2,412,382,8,29,0,0,0
966,29,4593,5,25,1015,2070,6,12,0,0,0
967,59,4023,4,76,3691,5025,5,80,0,0,0
968,20,2728,0,32,263,1758,2,27,0,0,0
969,59,4704,0,40,3143,2586,10,13,0,0,0
970,36,2916,1,16,396,1494,10,21,0,0,0
971,53,5211,4,57,14623,21938,3,37,1,0,0
972,110,5028,6,14,1928,830,9,11,0,0,0
973,31,5615,3,3,4082,323,10,33,0,0,0
974,32,5331,5,21,994,798,10,3,0,0,0
975,60,3699,0,23,42,2493,14,27,0,0,0
976,33,2453,3,10,90,271,7,18,0,0,0
977,54,5434,0,5,1867,3014,9,29,0,0,0
978,36,5806,5,65,384,3034,10,15,0,0,0
979,60,5809,0,0,0,0,6,43,0,0,0
980,49,4539,2,22,722,2183,3,23,0,0,0
981,47,2903,3,28,1101,2216,3,21,0,0,0
982,60,3801,1,29,130,1600,5,23,0,0,0
983,67,5131,3,11,2166,1269,8,19,0,0,0
984,57,4546,4,41,16483,11609,6,56,0,0,0
985,46,5302,5,14,11216,1425,6,28,1,0,0
986,54,2928,2,2,2858,268,7,19,0,0,0
987,55,4460,2,61,812,5853,7,34,0,0,0
988,60,4094,2,28,288,4557,12,55,0,0,0
989,43,4287,1,3,1021,137,17,24,0,0,0
990,107,2370,5,7,590,279,1,11,0,0,0
991,44,2405,3,18,156,1578,6,17,0,0,0
992,60,5334,0,15,773,906,9,12,0,0,0
993,55,4049,0,7,771,600,3,11,0,0,0
994,44,4673,1,7,2049,2412,4,27,0,0,0
995,60,4543,3,6,522,491,7,25,0,0,0
996,36,2389,6,3,300,48,2,24,0,0,0
997,47,5572,2,6,1911,2896,13,30,0,0,0
998,60,2853,1,4,2053,426,12,25,0,0,0
999,40,5755,5,68,266,3099,9,13,0,0,0
1000,54,5551,3,15,734,2079,9,40,0,0,0
1001,60,3410,2,25,2371,3049,8,51,0,0,0
1002,18,4720,6,14,6995,794,11,34,0,0,0
1003,22,5303,2,20,1127,1307,7,24,0,0,0
1004,65,5723,4,28,1082,2161,9,39,1,0,0
1005,51,4792,0,17,125,1069,2,9,0,0,0
1006,50,6170,5,8,2025,1096,10,23,0,0,0
1007,101,2882,0,2,9,100,7,22,0,0,0
1008,61,4348,6,4,1614,182,0,2,1,0,0
1009,36,5701,3,2,4002,133,10,40,0,0,0
1010,39,3070,3,41,167,2534,5,22,0,0,0
1011,64,3253,0,0,0,0,8,32,1,0,0
1012,89,4923,4,3,4119,434,9,22,0,0,0
1013,52,5620,4,50,173,3214,12,18,0,0,0
1014,60,3006,0,28,911,3394,4,37,0,0,0
1015,32,2630,4,15,347,364,3,34,0,0,0
1016,60,4417,5,60,2489,7425,14,61,1,0,0
1017,29,2538,4,10,67,886,7,10,0,0,0
1018,60,2554,5,25,45,1334,3,10,0,0,0
1019,26,4753,0,40,8311,3430,13,27,0,0,0
1020,52,6209,4,8,1981,984,10,29,0,0,0
1021,53,4461,2,13,3389,1997,12,51,0,0,0
1022,41,3598,1,12,6870,6735,4,21,0,0,0
1023,40,3104,3,25,384,4695,6,36,0,0,0
1024,39,3388,5,7,1818,745,7,26,0,0,0
1025,60,3785,1,29,133,1603,6,21,0,0,0
1026,56,5683,3,18,1291,2974,9,30,0,1,0
1027,59,3406,6,25,287,2509,5,44,1,0,0
1028,46,4489,3,25,629,4373,13,42,0,0,0
1029,60,5529,5,13,20114,3219,11,13,1,0,0
1030,45,2586,6,3,474,52,1,42,1,0,0
1031,47,2148,1,40,337,1491,4,18,0,0,0
1032,51,4053,1,41,175,3617,7,43,0,0,0
1033,53,2550,2,25,79,1111,6,9,0,0,0
1034,33,4197,4,58,6294,24934,7,50,0,0,0
1035,68,3827,3,15,605,1940,9,18,0,0,0
1036,54,5815,3,15,2283,1269,13,18,0,0,0
1037,34,2596,4,5,22,300,9,26,0,0,0
1038,53,4973,3,28,3069,11566,9,53,1,0,0
1039,36,2499,6,3,431,59,1,23,1,0,0
1040,52,3862,3,8,678,733,3,8,0,0,0
1041,86,5036,0,0,8,57,11,24,0,0,0
1042,23,3883,4,19,39,1623,8,19,0,0,0
1043,37,2341,4,28,703,3197,5,29,0,0,0
1044,46,5433,3,9,7016,1807,10,25,0,0,0
1045,84,4180,5,4,13923,339,11,74,0,0,0
1046,54,4304,4,40,392,2583,6,28,0,0,0
1047,60,5240,3,39,9402,5695,10,44,1,0,0
1048,72,5201,6,19,1985,1453,18,31,0,0,0
1049,51,3595,5,37,1790,3337,10,54,0,0,0
1050,104,5237,6,18,1007,1333,10,22,0,0,0
1051,50,4006,0,13,35,1240,12,21,0,0,0
1052,31,2325,2,24,300,1723,6,24,0,1,0
1053,46,6290,0,8,327,822,11,25,0,0,0
1054,44,4428,4,17,1431,1738,6,37,0,0,0
1055,63,5073,1,10,2291,1243,7,15,0,0,0
1056,79,2745,1,17,510,1768,3,12,0,0,0
1057,69,3203,3,9,890,698,12,20,0,0,0
